"District","FIPS","Year","Special Education Status","Variable","Measure Type","Value"
"Ansonia School District","900901220","2012-2013","Non-Special Education","Four Year Graduation Rate","Percent","77.0"
"Ansonia School District","900901220","2012-2013","Special Education","Four Year Graduation Rate","Percent","64.0"
"Ansonia School District","900901220","2012-2013","Non-Special Education","Still Enrolled After Four Years Count","Number","18"
"Ansonia School District","900901220","2012-2013","Special Education","Still Enrolled After Four Years Count","Number","7"
"Ansonia School District","900901220","2012-2013","Non-Special Education","Still Enrolled After Four Years Rate","Percent","9.6"
"Ansonia School District","900901220","2012-2013","Special Education","Still Enrolled After Four Years Rate","Percent","28.0"
"Ansonia School District","900901220","2012-2013","Non-Special Education","Other Count","Number","-9999"
"Ansonia School District","900901220","2012-2013","Special Education","Other Count","Number","-9999"
"Ansonia School District","900901220","2012-2013","Non-Special Education","Other Rate","Percent","-9999"
"Ansonia School District","900901220","2012-2013","Special Education","Other Rate","Percent","-9999"
"Ansonia School District","900901220","2013-2014","Non-Special Education","Total Cohort Count","Number","140"
"Ansonia School District","900901220","2013-2014","Special Education","Total Cohort Count","Number","17"
"Ansonia School District","900901220","2013-2014","Non-Special Education","Four Year Graduation Count","Number","111"
"Ansonia School District","900901220","2013-2014","Special Education","Four Year Graduation Count","Number","9"
"Ansonia School District","900901220","2013-2014","Non-Special Education","Four Year Graduation Rate","Percent","79.3"
"Ansonia School District","900901220","2013-2014","Special Education","Four Year Graduation Rate","Percent","52.9"
"Ansonia School District","900901220","2013-2014","Non-Special Education","Still Enrolled After Four Years Count","Number","-9999"
"Ansonia School District","900901220","2013-2014","Special Education","Still Enrolled After Four Years Count","Number","-9999"
"Ansonia School District","900901220","2013-2014","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"Ansonia School District","900901220","2013-2014","Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"Ansonia School District","900901220","2013-2014","Non-Special Education","Other Count","Number","-9999"
"Ansonia School District","900901220","2013-2014","Special Education","Other Count","Number","-9999"
"Ansonia School District","900901220","2013-2014","Non-Special Education","Other Rate","Percent","-9999"
"Ansonia School District","900901220","2013-2014","Special Education","Other Rate","Percent","-9999"
"Ansonia School District","900901220","2014-2015","Non-Special Education","Total Cohort Count","Number","151"
"Ansonia School District","900901220","2014-2015","Special Education","Total Cohort Count","Number","21"
"Ansonia School District","900901220","2014-2015","Non-Special Education","Four Year Graduation Count","Number","130"
"Ansonia School District","900901220","2014-2015","Special Education","Four Year Graduation Count","Number","14"
"Ansonia School District","900901220","2014-2015","Non-Special Education","Four Year Graduation Rate","Percent","86.1"
"Ansonia School District","900901220","2014-2015","Special Education","Four Year Graduation Rate","Percent","66.7"
"Ansonia School District","900901220","2014-2015","Non-Special Education","Still Enrolled After Four Years Count","Number","-9999"
"Ansonia School District","900901220","2014-2015","Special Education","Still Enrolled After Four Years Count","Number","-9999"
"Ansonia School District","900901220","2014-2015","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"Ansonia School District","900901220","2014-2015","Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"Ansonia School District","900901220","2014-2015","Non-Special Education","Other Count","Number","-9999"
"Ansonia School District","900901220","2014-2015","Special Education","Other Count","Number","-9999"
"Ansonia School District","900901220","2014-2015","Non-Special Education","Other Rate","Percent","-9999"
"Ansonia School District","900901220","2014-2015","Special Education","Other Rate","Percent","-9999"
"Area Cooperative Educational Services","","2010-2011","Non-Special Education","Total Cohort Count","Number","-6666"
"Area Cooperative Educational Services","","2010-2011","Special Education","Total Cohort Count","Number","-6666"
"Area Cooperative Educational Services","","2010-2011","Non-Special Education","Four Year Graduation Count","Number","-6666"
"Area Cooperative Educational Services","","2010-2011","Special Education","Four Year Graduation Count","Number","-6666"
"Area Cooperative Educational Services","","2010-2011","Non-Special Education","Four Year Graduation Rate","Percent","-6666"
"Area Cooperative Educational Services","","2010-2011","Special Education","Four Year Graduation Rate","Percent","-6666"
"Area Cooperative Educational Services","","2010-2011","Non-Special Education","Still Enrolled After Four Years Count","Number","-6666"
"Area Cooperative Educational Services","","2010-2011","Special Education","Still Enrolled After Four Years Count","Number","-6666"
"Area Cooperative Educational Services","","2010-2011","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-6666"
"Area Cooperative Educational Services","","2010-2011","Special Education","Still Enrolled After Four Years Rate","Percent","-6666"
"Area Cooperative Educational Services","","2010-2011","Non-Special Education","Other Count","Number","-6666"
"Area Cooperative Educational Services","","2010-2011","Special Education","Other Count","Number","-6666"
"Area Cooperative Educational Services","","2010-2011","Non-Special Education","Other Rate","Percent","-6666"
"Area Cooperative Educational Services","","2010-2011","Special Education","Other Rate","Percent","-6666"
"Area Cooperative Educational Services","","2011-2012","Non-Special Education","Total Cohort Count","Number","-6666"
"Area Cooperative Educational Services","","2011-2012","Special Education","Total Cohort Count","Number","-6666"
"Area Cooperative Educational Services","","2011-2012","Non-Special Education","Four Year Graduation Count","Number","-6666"
"Area Cooperative Educational Services","","2011-2012","Special Education","Four Year Graduation Count","Number","-6666"
"Area Cooperative Educational Services","","2011-2012","Non-Special Education","Four Year Graduation Rate","Percent","-6666"
"Area Cooperative Educational Services","","2011-2012","Special Education","Four Year Graduation Rate","Percent","-6666"
"Area Cooperative Educational Services","","2011-2012","Non-Special Education","Still Enrolled After Four Years Count","Number","-6666"
"Area Cooperative Educational Services","","2011-2012","Special Education","Still Enrolled After Four Years Count","Number","-6666"
"Area Cooperative Educational Services","","2011-2012","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-6666"
"Area Cooperative Educational Services","","2011-2012","Special Education","Still Enrolled After Four Years Rate","Percent","-6666"
"Area Cooperative Educational Services","","2011-2012","Non-Special Education","Other Count","Number","-6666"
"Area Cooperative Educational Services","","2011-2012","Special Education","Other Count","Number","-6666"
"Area Cooperative Educational Services","","2011-2012","Non-Special Education","Other Rate","Percent","-6666"
"Area Cooperative Educational Services","","2011-2012","Special Education","Other Rate","Percent","-6666"
"Area Cooperative Educational Services","","2012-2013","Non-Special Education","Total Cohort Count","Number","-6666"
"Area Cooperative Educational Services","","2012-2013","Special Education","Total Cohort Count","Number","-6666"
"Area Cooperative Educational Services","","2012-2013","Non-Special Education","Four Year Graduation Count","Number","-6666"
"Area Cooperative Educational Services","","2012-2013","Special Education","Four Year Graduation Count","Number","-6666"
"Area Cooperative Educational Services","","2012-2013","Non-Special Education","Four Year Graduation Rate","Percent","-6666"
"Area Cooperative Educational Services","","2012-2013","Special Education","Four Year Graduation Rate","Percent","-6666"
